Medicine_Name,Medicine_Category,Dosage_Form,Strength_mg,Classification,Manufacturer,Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,All_Symptoms,Disease,Body_Temperature,Heart_Rate
cefcillin,antiseptic,cream,580.0,prescription,johnson & johnson,rabbit,mini rex,2,male,1.6,diarrhea,loss of appetite,dehydration,weight loss,"diarrhea, loss of appetite, dehydration, weight loss",enteritis,38.5,155
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,flemish giant,5,female,6.8,lethargy,appetite loss,weight loss,diarrhea,"lethargy, appetite loss, weight loss, diarrhea",gastrointestinal stasis,39.0,150
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,mini lop,1,female,1.2,nasal discharge,loss of appetite,lethargy,sneezing,"nasal discharge, loss of appetite, lethargy, sneezing",myxomatosis,38.7,155
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,english angora,2,male,1.5,sneezing,nasal discharge,loss of appetite,fever,"sneezing, nasal discharge, loss of appetite, fever",myxomatosis,38.9,153
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,mini rex,1,female,1.1,sneezing,loss of appetite,fever,nasal discharge,"sneezing, loss of appetite, fever, nasal discharge",myxomatosis,38.7,160
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,mini lop,1,female,1.0,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",myxomatosis,38.8,158
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,mini rex,1,female,1.2,nasal discharge,lethargy,loss of appetite,sneezing,"nasal discharge, lethargy, loss of appetite, sneezing",pasteurellosis,38.7,165
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,english angora,3,male,1.4,sneezing,nasal discharge,loss of appetite,fever,"sneezing, nasal discharge, loss of appetite, fever",pasteurellosis,38.9,148
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,himalayan,4,female,1.6,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",pasteurellosis,39.0,145
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,mini rex,2,female,1.5,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",pneumonia,39.1,130
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,himalayan,2,female,1.1,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",rabbit calicivirus,38.8,150
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,himalayan,2,male,1.6,nasal discharge,sneezing,lethargy,appetite loss,"nasal discharge, sneezing, lethargy, appetite loss",rabbit hemorrhagic disease,38.5,150
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,himalayan,2,male,1.2,sneezing,loss of appetite,fever,nasal discharge,"sneezing, loss of appetite, fever, nasal discharge",rabbit hemorrhagic disease,38.8,154
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,himalayan,2,male,1.2,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",rabbit hemorrhagic disease,38.7,155
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,mini rex,1,female,1.2,sneezing,nasal discharge,loss of appetite,fever,"sneezing, nasal discharge, loss of appetite, fever",rabbit hemorrhagic disease,39.0,130
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,holland lop,3,male,1.3,nasal discharge,loss of appetite,lethargy,fever,"nasal discharge, loss of appetite, lethargy, fever",rabbit syphilis,38.6,160
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,english spot,2,female,1.3,sneezing,nasal discharge,loss of appetite,fever,"sneezing, nasal discharge, loss of appetite, fever",rabbit syphilis,38.8,155
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,holland lop,1,male,1.0,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",rabbit syphilis,38.9,153
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,english angora,4,female,2.1,sneezing,nasal discharge,weight loss,lethargy,"sneezing, nasal discharge, weight loss, lethargy",rabbit viral hemorrhagic disease,38.6,150
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,dutch,2,male,1.8,sneezing,nasal discharge,loss of appetite,fever,"sneezing, nasal discharge, loss of appetite, fever",rabbit viral hemorrhagic disease,39.0,150
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,himalayan,2,male,1.8,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",rabbit viral hemorrhagic disease,39.2,130
cefcillin,antiseptic,cream,580.0,prescription,johnson & johnson,rabbit,himalayan,3,male,1.9,sneezing,eye discharge,nasal discharge,lethargy,"sneezing, eye discharge, nasal discharge, lethargy",respiratory infection,38.4,160
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,english angora,1,female,2.0,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",respiratory infection,39.2,120
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,english angora,2,male,1.9,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",ringworm,39.1,150
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,holland lop,3,female,1.8,sneezing,nasal discharge,loss of appetite,lethargy,"sneezing, nasal discharge, loss of appetite, lethargy",snuffles,38.6,160
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,dutch,2,female,1.4,sneezing,nasal discharge,lethargy,loss of appetite,"sneezing, nasal discharge, lethargy, loss of appetite",upper respiratory infection,38.8,155
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,rabbit,himalayan,2,male,1.5,sneezing,loss of appetite,nasal discharge,fever,"sneezing, loss of appetite, nasal discharge, fever",viral hemorrhagic disease,39.2,130
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,corriedale,4,female,95.0,swollen joints,coughing,loss of appetite,lethargy,"swollen joints, coughing, loss of appetite, lethargy",blue tongue,39.1,76
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,blackface,4,male,95.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",blue tongue disease,39.3,77
cefcillin,antiseptic,cream,580.0,prescription,johnson & johnson,sheep,texel,4,female,85.0,lameness,swollen joints,loss of appetite,diarrhea,"lameness, swollen joints, loss of appetite, diarrhea",blue tongue virus,39.3,76
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,cheviot,4,male,85.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",blue tongue virus,39.3,95
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,suffolk,4,male,110.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bluetongue,39.3,77
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,tunis,4,male,95.0,swollen joints,coughing,loss of appetite,lethargy,"swollen joints, coughing, loss of appetite, lethargy",bluetongue virus,39.2,76
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,suffolk,7,male,130.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bluetongue virus,39.3,85
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,suffolk,6,male,90.0,swollen joints,loss of appetite,lethargy,coughing,"swollen joints, loss of appetite, lethargy, coughing",caseous lymphadenitis,39.4,78
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,border leicester,5,male,90.0,lethargy,nasal discharge,swollen joints,loss of appetite,"lethargy, nasal discharge, swollen joints, loss of appetite",chlamydia in sheep,39.7,74
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,leicester longwool,6,male,95.0,swollen joints,loss of appetite,coughing,lethargy,"swollen joints, loss of appetite, coughing, lethargy",chlamydia in sheep,39.4,74
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,suffolk,4,male,85.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",contagious abortion,39.4,78
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,southdown,6,female,80.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",contagious ecthyma,39.3,74
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,dorset,3,male,75.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",foot and mouth disease,39.1,77
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,suffolk,5,female,90.0,coughing,lethargy,loss of appetite,fever,"coughing, lethargy, loss of appetite, fever",foot and mouth disease,39.2,72
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,cheviot,5,male,85.0,weight loss,reduced wool production,lethargy,loss of appetite,"weight loss, reduced wool production, lethargy, loss of appetite",foot-and-mouth disease,39.2,79
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,cheviot,3,female,75.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",foot-and-mouth disease,39.3,77
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,lincoln,8,male,95.0,lethargy,swollen joints,fever,loss of appetite,"lethargy, swollen joints, fever, loss of appetite",footrot,39.9,75
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,romney,5,female,90.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",maedi-visna,39.1,75
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,dorper,6,male,65.0,coughing,labored breathing,nasal discharge,appetite loss,"coughing, labored breathing, nasal discharge, appetite loss",pasteurellosis,39.9,80
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,merino,4,male,75.0,coughing,labored breathing,nasal discharge,fever,"coughing, labored breathing, nasal discharge, fever",pneumonia,40.0,78
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,suffolk,3,female,80.0,weight loss,lethargy,loss of appetite,reduced wool growth,"weight loss, lethargy, loss of appetite, reduced wool growth",scrapie,39.8,77
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,romney,6,female,78.0,weight loss,lethargy,loss of appetite,swollen joints,"weight loss, lethargy, loss of appetite, swollen joints",scrapie,39.7,76
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,finnsheep,4,male,70.0,coughing,lethargy,loss of appetite,swollen joints,"coughing, lethargy, loss of appetite, swollen joints",scrapie,39.0,75
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,karakul,5,male,80.0,swollen joints,coughing,loss of appetite,lethargy,"swollen joints, coughing, loss of appetite, lethargy",scrapie,39.4,75
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,rambouillet,5,female,90.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",scrapie,39.3,78
cefcillin,antipyretic,tablet,954.0,over-the-counter,takeda pharmaceutical company limited,sheep,suffolk,6,female,120.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",scrapie disease,39.5,80
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,persian,8,male,4.6,appetite loss,vomiting,eye discharge,lethargy,"appetite loss, vomiting, eye discharge, lethargy",conjunctivitis,39.0,140
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,russian blue,2,male,6.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline asthma,39.0,145
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,persian,4,female,7.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline asthma,39.0,130
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,ragdoll,4,female,5.0,eye discharge,nasal discharge,coughing,lethargy,"eye discharge, nasal discharge, coughing, lethargy",feline calicivirus,38.6,148
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,siberian,2,male,5.5,coughing,sneezing,nasal discharge,eye discharge,"coughing, sneezing, nasal discharge, eye discharge",feline calicivirus,38.6,144
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,abyssinian,4,male,4.5,eye discharge,lethargy,nasal discharge,sneezing,"eye discharge, lethargy, nasal discharge, sneezing",feline calicivirus,38.8,140
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,siamese,6,male,4.2,coughing,sneezing,eye discharge,lethargy,"coughing, sneezing, eye discharge, lethargy",feline calicivirus,38.7,140
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,bengal,3,male,5.5,nasal discharge,coughing,sneezing,lethargy,"nasal discharge, coughing, sneezing, lethargy",feline calicivirus,38.9,140
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,burmese,4,male,4.3,nasal discharge,coughing,loss of appetite,lethargy,"nasal discharge, coughing, loss of appetite, lethargy",feline calicivirus,39.0,150
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,bengal,3,male,5.0,nasal discharge,coughing,loss of appetite,fever,"nasal discharge, coughing, loss of appetite, fever",feline calicivirus,39.0,140
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,persian,3,female,5.0,coughing,sneezing,nasal discharge,fever,"coughing, sneezing, nasal discharge, fever",feline calicivirus,39.1,110
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,scottish fold,4,male,4.8,coughing,loss of appetite,fever,lethargy,"coughing, loss of appetite, fever, lethargy",feline chlamydia,38.8,147
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,burmese,4,female,7.5,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline chlamydiosis,39.0,140
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,persian,6,female,4.2,nasal discharge,loss of appetite,lethargy,fever,"nasal discharge, loss of appetite, lethargy, fever",feline coronavirus,39.1,148
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,russian blue,2,female,4.5,coughing,nasal discharge,eye discharge,sneezing,"coughing, nasal discharge, eye discharge, sneezing",feline herpesvirus,38.8,150
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,siamese,2,female,4.0,sneezing,eye discharge,appetite loss,lethargy,"sneezing, eye discharge, appetite loss, lethargy",feline herpesvirus,39.0,135
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,manx,4,female,3.3,eye discharge,nasal discharge,sneezing,coughing,"eye discharge, nasal discharge, sneezing, coughing",feline herpesvirus,38.5,138
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,persian,5,male,5.0,eye discharge,nasal discharge,sneezing,lethargy,"eye discharge, nasal discharge, sneezing, lethargy",feline herpesvirus,38.9,148
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,bengal,3,female,6.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline herpesvirus,39.1,145
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,maine coon,6,male,9.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline herpesvirus,39.4,140
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,bengal,4,male,7.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline immunodeficiency virus,39.1,135
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,maine coon,6,female,7.5,appetite loss,vomiting,diarrhea,skin lesions,"appetite loss, vomiting, diarrhea, skin lesions",feline infectious peritonitis,38.9,145
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,sphynx,4,male,5.2,vomiting,diarrhea,loss of appetite,lethargy,"vomiting, diarrhea, loss of appetite, lethargy",feline infectious peritonitis,39.1,148
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,maine coon,3,male,7.5,lethargy,vomiting,loss of appetite,diarrhea,"lethargy, vomiting, loss of appetite, diarrhea",feline infectious peritonitis,39.1,148
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,siamese,6,male,5.5,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",feline infectious peritonitis,39.0,149
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,scottish fold,5,female,4.7,nasal discharge,coughing,loss of appetite,fever,"nasal discharge, coughing, loss of appetite, fever",feline infectious peritonitis,38.9,150
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,persian,4,female,7.0,vomiting,loss of appetite,lethargy,fever,"vomiting, loss of appetite, lethargy, fever",feline infectious peritonitis,39.1,125
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,siamese,3,female,7.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline infectious peritonitis,39.0,140
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,ragdoll,6,male,6.0,appetite loss,weight loss,vomiting,lethargy,"appetite loss, weight loss, vomiting, lethargy",feline leukemia,39.0,160
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,maine coon,6,female,10.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline leukemia,39.1,145
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,siamese,4,female,4.2,nasal discharge,lethargy,loss of appetite,fever,"nasal discharge, lethargy, loss of appetite, fever",feline leukemia virus,38.8,145
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,russian blue,3,female,4.8,nasal discharge,coughing,loss of appetite,lethargy,"nasal discharge, coughing, loss of appetite, lethargy",feline leukemia virus,38.9,145
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,abyssinian,3,male,4.6,nasal discharge,coughing,loss of appetite,fever,"nasal discharge, coughing, loss of appetite, fever",feline leukemia virus,39.0,142
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,siberian,5,male,11.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline leukemia virus,39.2,140
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,maine coon,4,male,10.0,vomiting,loss of appetite,lethargy,fever,"vomiting, loss of appetite, lethargy, fever",feline leukemia virus,39.0,140
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,bengal,3,female,4.2,lethargy,vomiting,diarrhea,dehydration,"lethargy, vomiting, diarrhea, dehydration",feline panleukopenia,39.1,145
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,bengal,3,female,8.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline panleukopenia,39.0,145
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,bengal,4,male,10.0,vomiting,loss of appetite,lethargy,fever,"vomiting, loss of appetite, lethargy, fever",feline panleukopenia,39.2,145
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,maine coon,5,male,8.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline panleukopenia virus,39.0,135
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,maine coon,9,male,6.5,lethargy,appetite loss,weight loss,dehydration,"lethargy, appetite loss, weight loss, dehydration",feline renal disease,39.0,140
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,maine coon,5,male,5.2,nasal discharge,eye discharge,sneezing,lethargy,"nasal discharge, eye discharge, sneezing, lethargy",feline respiratory disease complex,38.8,140
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,abyssinian,5,male,4.5,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline respiratory disease complex,39.0,140
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,russian blue,5,female,4.7,eye discharge,nasal discharge,sneezing,lethargy,"eye discharge, nasal discharge, sneezing, lethargy",feline respiratory infection,38.6,145
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,scottish fold,4,male,4.3,nasal discharge,eye discharge,sneezing,lethargy,"nasal discharge, eye discharge, sneezing, lethargy",feline rhinotracheitis,38.7,143
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,sphynx,3,female,5.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline rhinotracheitis,39.0,155
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,sphynx,4,female,3.2,eye discharge,nasal discharge,appetite loss,lethargy,"eye discharge, nasal discharge, appetite loss, lethargy",feline upper respiratory infection,39.3,150
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,british shorthair,3,male,5.5,appetite loss,coughing,nasal discharge,eye discharge,"appetite loss, coughing, nasal discharge, eye discharge",feline upper respiratory infection,38.7,145
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,persian,7,female,4.1,sneezing,nasal discharge,eye discharge,lethargy,"sneezing, nasal discharge, eye discharge, lethargy",feline upper respiratory infection,38.9,142
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,maine coon,5,male,8.5,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",feline upper respiratory infection,39.1,145
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,persian,8,female,5.0,coughing,nasal discharge,eye discharge,loss of appetite,"coughing, nasal discharge, eye discharge, loss of appetite",feline viral rhinotracheitis,38.9,147
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,burmese,8,female,4.5,eye discharge,nasal discharge,sneezing,lethargy,"eye discharge, nasal discharge, sneezing, lethargy",feline viral rhinotracheitis,38.6,139
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,persian,5,male,3.8,lethargy,appetite loss,skin lesions,,"lethargy, appetite loss, skin lesions",fungal infection,38.7,160
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,sphynx,5,female,3.0,vomiting,appetite loss,diarrhea,weight loss,"vomiting, appetite loss, diarrhea, weight loss",gastroenteritis,38.7,143
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,bombay,6,male,4.0,lethargy,vomiting,loss of appetite,weight loss,"lethargy, vomiting, loss of appetite, weight loss",hyperthyroidism,38.9,149
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,devon rex,6,male,4.2,vomiting,appetite loss,lethargy,weight loss,"vomiting, appetite loss, lethargy, weight loss",inflammatory bowel disease,38.9,146
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,maine coon,2,male,6.0,vomiting,appetite loss,lethargy,diarrhea,"vomiting, appetite loss, lethargy, diarrhea",intestinal parasites,39.1,140
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,abyssinian,5,female,4.5,vomiting,diarrhea,loss of appetite,dehydration,"vomiting, diarrhea, loss of appetite, dehydration",pancreatitis,38.5,142
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cat,american curl,5,male,3.7,vomiting,diarrhea,dehydration,weight loss,"vomiting, diarrhea, dehydration, weight loss",pancreatitis,38.8,148
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,siamese,3,female,5.0,lethargy,eye discharge,vomiting,fever,"lethargy, eye discharge, vomiting, fever",panleukopenia,39.0,130
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,bengal,1,male,4.2,vomiting,diarrhea,lethargy,appetite loss,"vomiting, diarrhea, lethargy, appetite loss",panleukopenia,38.8,140
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,bengal,3,male,5.5,lethargy,vomiting,diarrhea,dehydration,"lethargy, vomiting, diarrhea, dehydration",panleukopenia,39.3,140
cefmet,analgesic,cream,649.0,over-the-counter,"merck & co., inc.",cat,ragdoll,3,male,5.0,skin lesions,appetite loss,lethargy,vomiting,"skin lesions, appetite loss, lethargy, vomiting",ringworm,38.6,155
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,siamese,2,female,4.5,coughing,sneezing,eye discharge,nasal discharge,"coughing, sneezing, eye discharge, nasal discharge",upper respiratory infection,38.9,150
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,british shorthair,5,female,4.8,lethargy,eye discharge,appetite loss,nasal discharge,"lethargy, eye discharge, appetite loss, nasal discharge",upper respiratory infection,39.0,150
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cat,british shorthair,7,female,4.4,nasal discharge,eye discharge,sneezing,lethargy,"nasal discharge, eye discharge, sneezing, lethargy",upper respiratory infection,38.6,142
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cow,guernsey,4,male,590.0,appetite loss,lethargy,diarrhea,dehydration,"appetite loss, lethargy, diarrhea, dehydration",bovine coccidiosis,39.3,84
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cow,guernsey,5,male,610.0,nasal discharge,coughing,labored breathing,fever,"nasal discharge, coughing, labored breathing, fever",bovine influenza,39.9,82
cefmet,antiseptic,syrup,176.0,prescription,pfizer inc.,cow,hereford,7,female,590.0,diarrhea,dehydration,lethargy,appetite loss,"diarrhea, dehydration, lethargy, appetite loss",bovine johne's disease,39.3,84
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cow,simmental,8,male,580.0,appetite loss,weight loss,fever,lethargy,"appetite loss, weight loss, fever, lethargy",bovine johne's disease,39.3,80
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cow,hereford,7,female,580.0,loss of appetite,fever,coughing,lethargy,"loss of appetite, fever, coughing, lethargy",bovine johne's disease,39.5,80
cefmet,antipyretic,inhaler,222.0,over-the-counter,johnson & johnson,cow,ayrshire,7,female,550.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine johne's disease,39.4,75
